Epoch,Train Loss,Val Loss,Accuracy
1,0.5563243691325188,0.5316940522193909,73.47
2,0.5381184591174125,0.5354511541843414,73.625
3,0.5301439518272877,0.5264652380466461,73.9
4,0.5269320424824953,0.5238024890899659,73.96000000000001
5,0.524415136140585,0.5224200256347656,73.95
6,0.5231296417772769,0.5234718062400818,73.89
7,0.5208492421388626,0.5134921812534332,74.375
8,0.518114882415533,0.5133084047794342,74.58500000000001
9,0.5192027557045221,0.5290582899570465,73.275
10,0.515919702193141,0.5206738915443421,73.85000000000001
11,0.5141695221543312,0.5114901259422302,74.41
12,0.5142030256301164,0.5172187971115112,74.035
13,0.5137941006958484,0.5176749635219574,74.17
14,0.5152516131579876,0.5163570733070374,73.785
15,0.5135684727102519,0.5311307775497437,73.25
16,0.512989631330967,0.5138119433879852,73.825
17,0.5100050311535597,0.5134730030059814,73.92
18,0.5131334583908319,0.5102918544769287,74.565
19,0.5126388230621814,0.5158700565814972,74.105
20,0.5093938094228506,0.5061564725875854,74.505
21,0.5109826077342033,0.5026626388549804,74.905
22,0.511204417732358,0.5053520973205566,74.76
23,0.5058756214797496,0.5071834832668305,74.72
24,0.5091444657474756,0.5109737873077392,74.445
25,0.5089714511811734,0.5007906458377838,75.065
26,0.5063799751520157,0.5161557315826416,74.41499999999999
27,0.5091083624869585,0.5102518552303315,74.785
28,0.5074133106708527,0.49574340164661407,75.46000000000001
29,0.5065262307703495,0.5015894149780273,74.83
30,0.5056972237765789,0.4979845429897308,75.27000000000001
31,0.5041709009170532,0.5017988346099853,75.225
32,0.5075076368153095,0.5149085819244384,74.44
33,0.5052334069728851,0.4999598433971405,75.285
34,0.5063626813977957,0.5007711608886719,75.605
35,0.504222994247079,0.5054759652614593,74.91
36,0.5051566005855799,0.5113368446826935,74.80499999999999
37,0.5054765683323145,0.5018732933282852,74.765
38,0.5048430399149656,0.5019322392940522,75.115
39,0.5073368975162507,0.5062735631465912,74.74
40,0.5036692445099353,0.5058919639110565,74.51
41,0.5045744542360305,0.4962394816875458,75.59
42,0.5050854735076428,0.49896577196121217,75.215
43,0.5041466412931681,0.5033293469905853,74.765
44,0.5042061969876289,0.5034600103855134,74.965
45,0.5022152270078659,0.5070458077907563,74.455
46,0.5034653221547604,0.5007094453334808,75.165
47,0.5029972391486168,0.5075947951793671,74.595
48,0.50341298160851,0.4971401307582855,74.995
49,0.5026222133934498,0.49465212473869324,75.42999999999999
50,0.5028261269986629,0.5039635744094849,74.67
51,0.49966959232985975,0.49911067986488344,75.37
52,0.502478310585022,0.49789806838035583,75.36500000000001
53,0.500177899634838,0.5043070961475372,74.9
54,0.5018035207539797,0.5004222965240479,75.075
55,0.5012120807468892,0.505971504497528,74.83
56,0.5004240650326014,0.5020071752309799,75.0
57,0.501088707485795,0.4951657787799835,75.765
58,0.4994564887404442,0.5020605144977569,74.98
59,0.4982146240323782,0.49770643248558044,75.355
60,0.4996922949492931,0.4981315093994141,75.52
