Epoch,Train Loss,Val Loss,Accuracy
1,0.5673463300943374,0.554326591348648,71.785
2,0.5434984676599502,0.537380206823349,72.615
3,0.537016078144312,0.5407406771183014,72.78
4,0.5329529530167579,0.5493386894702912,71.87
5,0.5291408597111702,0.5330537141799927,73.155
6,0.527757337731123,0.5234678174972535,73.995
7,0.5263788735508919,0.5203065376281738,74.14500000000001
8,0.5254656023383141,0.5166840736865997,74.22999999999999
9,0.5234506633937359,0.5180720435142517,73.99
10,0.5207037033975125,0.5279946949481964,73.36500000000001
11,0.5214408834338188,0.5195388661384582,73.82
12,0.5213020121484995,0.5218923483848572,73.61999999999999
13,0.5227791619360447,0.5147921470165253,73.94
14,0.5204879219412804,0.5158585688591003,73.885
15,0.5216268855392933,0.5254602268218994,73.595
16,0.5199307092726231,0.5223234332323075,73.485
17,0.521709724754095,0.5202935587882995,73.45
18,0.5196943251013756,0.5168508252620697,74.0
19,0.5194049829959869,0.517451831483841,73.97
20,0.518863886886835,0.5187331758022309,73.50999999999999
21,0.5181097784161568,0.5156982995986938,74.15
22,0.5163134816914797,0.5130409252166748,74.205
23,0.5159007288873195,0.5244345095634461,73.6
24,0.5155511411964894,0.505886534690857,74.385
25,0.5169303932487964,0.5150578006267548,73.97500000000001
26,0.5160010977029801,0.5229577995300293,73.46000000000001
27,0.5158135796070099,0.5150111714839936,74.09
28,0.5145657813131809,0.519978670501709,73.78
29,0.5150762012064457,0.5144954644203186,73.63
30,0.5135738814115525,0.5191882791996002,73.795
31,0.514618403828144,0.5163381163597107,73.815
32,0.5130927805840969,0.5083472218036652,74.56
33,0.5142648440390826,0.5109037595272065,74.65
34,0.5124960290968418,0.5117011226654052,74.16
35,0.5141913748800755,0.5084419358253479,74.55000000000001
36,0.5134206512689591,0.5051633537769318,74.69
37,0.5117282217264175,0.5106621755123139,74.58
38,0.5132970632553101,0.5077836542129517,74.32
39,0.5098239464163781,0.5110915108203888,74.125
40,0.5117846360445023,0.5124331706047058,74.14500000000001
41,0.5111832787454128,0.507812690448761,74.615
42,0.5126902414679527,0.5057406447410584,74.49
43,0.5103122216433287,0.5119789290428162,74.465
44,0.5105736638635398,0.506077097272873,74.33
45,0.5118789954006672,0.5093869476318359,74.25500000000001
46,0.5113642944931984,0.5087168853282928,74.57000000000001
47,0.5091666254997254,0.5039147828102112,74.63
48,0.5089188197135925,0.5067989461898804,74.775
49,0.5115060402274132,0.5107484674930572,74.33999999999999
50,0.508601400488615,0.5137570989131928,74.345
51,0.5095954802572727,0.5091978516578675,74.25
52,0.5103354702293873,0.5188720538139343,73.815
53,0.5079052812606096,0.5093541109085084,74.235
54,0.5088010240197182,0.5041555729866027,74.785
55,0.5080815833598376,0.5035142446994781,75.125
56,0.5082335858345032,0.5056206071853637,74.695
57,0.5063583053022623,0.5044718333244324,74.72999999999999
58,0.5066809628129005,0.5103931101322174,73.92999999999999
59,0.5085142167568206,0.5129460358142853,74.155
60,0.5091712038457393,0.5045590006828308,74.78
